StageID,地圖名稱,怪物ID,怪物名稱,Pic,Lv,Type,終末樓層,代表X,代表Y,出生點數量,來源
12,古皇陵近郊,5012,黑狂猴,5062,15,0x00000080,,8523,1067,7,mpc
12,古皇陵近郊,5013,狂猴王,5013,35,0x00000080,,9239,886,1,mpc
12,古皇陵近郊,5017,巨蟾蜍,5017,15,0x00000040,,1866,4244,5,mpc
12,古皇陵近郊,5061,大山犬,5061,10,0x00000080,,4213,1469,15,mpc
12,古皇陵近郊,5062,大狂猴,5012,10,0x00000080,,7216,1528,13,mpc
12,古皇陵近郊,5063,大野豬,5063,10,0x00000080,,5648,4037,5,mpc
12,古皇陵近郊,5064,大蟾蜍,5064,10,0x00000040,,1773,3600,5,mpc
12,古皇陵近郊,5087,西域殺手,6008,30,0x00000002,,7084,2289,1,mpc
12,古皇陵近郊,5460,大惡犬,5001,15,0x00000080,,4820,1426,4,mpc
12,古皇陵近郊,5461,大狂犬,5002,20,0x00000080,,4729,1443,4,mpc
12,古皇陵近郊,5479,山犬王,5273,50,0x00000080,,4841,1525,1,mpc
12,古皇陵近郊,9212,疾狩忍者,5643,85,0x00000002,,8185,4396,1,mpc
12,古皇陵近郊,9213,極道浪人,5638,95,0x00000002,,8217,4364,1,mpc
12,古皇陵近郊,9214,精武兵衛,5641,95,0x00000002,,8249,4364,1,mpc
12,古皇陵近郊,9215,鬼嶽將軍,5642,130,0x00000002,,8249,4396,1,mpc
12,古皇陵近郊,9216,惡鬼,5664,105,0x00000004,,8249,4428,1,mpc
12,古皇陵近郊,9217,咒法陰陽師,5647,105,0x00000002,,8217,4428,1,mpc
12,古皇陵近郊,9225,武尊浪人,5639,120,0x00000002,,8185,4460,1,mpc
13,映月泊,5012,黑狂猴,5062,15,0x00000080,,3200,975,6,mpc
13,映月泊,5013,狂猴王,5013,35,0x00000080,,4378,1038,1,mpc
13,映月泊,5017,巨蟾蜍,5017,15,0x00000040,,1631,2839,15,mpc
13,映月泊,5019,冰蟾蜍,5019,20,0x00000040,,1119,2743,4,mpc
13,映月泊,5027,水鬼,5027,40,0x00000010,,3544,5017,1,mpc
13,映月泊,5033,飛賊,5033,30,0x00000002,,1629,3503,17,mpc
13,映月泊,5034,山賊,5034,30,0x00000002,,1523,3500,16,mpc
13,映月泊,5035,山賊頭目,5035,50,0x00000002,,1110,5011,4,mpc
13,映月泊,5036,山寨大王,5036,50,0x00000002,,887,4902,1,mpc
13,映月泊,5059,惡水鬼,5059,60,0x00000010,,3023,5126,1,mpc
13,映月泊,5064,大蟾蜍,5064,10,0x00000040,,2239,1590,6,mpc
13,映月泊,5088,埋伏官差,6020,30,0x00000002,,4121,204,2,mpc
13,映月泊,9212,疾狩忍者,5643,85,0x00000002,,3993,1932,1,mpc
13,映月泊,9214,精武兵衛,5641,95,0x00000002,,4249,2060,1,mpc
13,映月泊,9215,鬼嶽將軍,5642,130,0x00000002,,4345,2124,1,mpc
13,映月泊,9217,咒法陰陽師,5647,105,0x00000002,,4121,1996,1,mpc
14,釣日村,5001,惡犬,5001,15,0x00000080,,3398,513,3,mpc
14,釣日村,5002,狂犬,5002,20,0x00000080,,3474,460,3,mpc
14,釣日村,5063,大野豬,5063,10,0x00000080,,1286,624,2,mpc
14,釣日村,5122,船老大,6016,30,0x00000008,,275,2303,1,mpc
14,釣日村,5143,惡劣債主,6034,15,0x00000002,,1561,2636,1,mpc
14,釣日村,5163,釣日劍俠,6054,60,0x00000002,,4144,2162,1,mpc
14,釣日村,9204,倭國下忍,5691,70,0x00000002,,3291,2499,10,mpc
14,釣日村,9212,疾狩忍者,5643,85,0x00000002,,2814,1827,1,mpc
14,釣日村,9213,極道浪人,5638,95,0x00000002,,2969,1964,1,mpc
14,釣日村,9214,精武兵衛,5641,95,0x00000002,,3161,2092,1,mpc
14,釣日村,9215,鬼嶽將軍,5642,130,0x00000002,,3257,2156,1,mpc
14,釣日村,9218,倭國密探,5644,100,0x00000002,,4734,3694,1,mpc
15,平西關,5001,惡犬,5001,15,0x00000080,,7110,663,2,mpc
15,平西關,5002,狂犬,5002,20,0x00000080,,6976,547,2,mpc
15,平西關,5003,屍犬,5003,25,0x00000008,,7137,189,1,mpc
15,平西關,5017,巨蟾蜍,5017,15,0x00000040,,4475,3367,4,mpc
15,平西關,5018,火蟾蜍,5018,20,0x00000040,,3418,3231,3,mpc
15,平西關,5061,大山犬,5061,10,0x00000080,,6004,1992,3,mpc
15,平西關,5064,大蟾蜍,5064,10,0x00000040,,4179,3372,2,mpc
15,平西關,5149,西域番僧,5090,35,0x00000002,,3865,300,1,mpc
15,平西關,5576,蟾蜍怪客,5359,80,0x00000020,,1369,1456,5,mpc
16,望星坡,5001,惡犬,5001,15,0x00000080,,1364,1389,2,mpc
16,望星坡,5003,屍犬,5003,25,0x00000008,,1365,2854,3,mpc
16,望星坡,5010,山豬,5010,15,0x00000080,,3359,1679,3,mpc
16,望星坡,5021,巨蜘蛛,5021,15,0x00000040,,3869,1894,4,mpc
16,望星坡,5022,斑紋蜘蛛,5022,30,0x00000040,,4381,1606,2,mpc
16,望星坡,5028,火妖,5028,40,0x00000010,,1276,3027,2,mpc
16,望星坡,5037,遊魂,5037,30,0x00000008,,1585,2985,1,mpc
16,望星坡,5060,邪火妖,5060,60,0x00000010,,1343,3034,1,mpc
16,望星坡,5065,大蜘蛛,5065,10,0x00000040,,3694,2068,4,mpc
16,望星坡,5117,啞巴殺手,6036,30,0x00000002,,2569,2385,1,mpc
17,碧波谷徑,5008,老虎,5008,50,0x00000080,,3849,1860,1,mpc
17,碧波谷徑,5017,巨蟾蜍,5017,15,0x00000040,,735,2808,1,mpc
17,碧波谷徑,5018,火蟾蜍,5018,20,0x00000040,,472,1597,3,mpc
17,碧波谷徑,5020,毒蟾蜍,5020,25,0x00000040,,2746,1492,5,mpc
17,碧波谷徑,5021,巨蜘蛛,5021,15,0x00000040,,3060,2866,7,mpc
17,碧波谷徑,5022,斑紋蜘蛛,5022,30,0x00000040,,3074,2766,4,mpc
17,碧波谷徑,5023,鬼面蜘蛛,5023,40,0x00000020,,3131,2710,4,mpc
17,碧波谷徑,5025,石怪,5025,40,0x00000010,,2861,329,2,mpc
17,碧波谷徑,5026,樹精,5026,40,0x00000010,,2628,4016,2,mpc
17,碧波谷徑,5057,金石怪,5057,60,0x00000010,,2779,321,2,mpc
17,碧波谷徑,5058,老樹精,5058,60,0x00000010,,2689,3989,2,mpc
17,碧波谷徑,5117,啞巴殺手,6036,30,0x00000002,,2035,3503,1,mpc
17,碧波谷徑,5144,鏢局成員,6008,30,0x00000002,,1529,2220,1,mpc
17,碧波谷徑,5145,闇盟成員,6009,30,0x00000002,,1337,1708,1,mpc
17,碧波谷徑,5150,邪惡道人,5087,40,0x00000002,,5049,1164,1,mpc
17,碧波谷徑,5162,候捕快,6018,60,0x00000002,,2085,3510,1,mpc
18,猢猻嶺,5011,大山豬,5011,40,0x00000080,,4334,1174,1,mpc
18,猢猻嶺,5012,黑狂猴,5062,15,0x00000080,,2085,1752,3,mpc
18,猢猻嶺,5013,狂猴王,5013,35,0x00000080,,3382,2768,1,mpc
18,猢猻嶺,5015,紅毛巨猿,5015,40,0x00000080,,382,1972,4,mpc
18,猢猻嶺,5016,食人巨猿,5016,50,0x00000080,,611,2452,1,mpc
18,猢猻嶺,5034,山賊,5034,30,0x00000002,,2745,2220,3,mpc
18,猢猻嶺,5035,山賊頭目,5035,50,0x00000002,,2681,1164,1,mpc
18,猢猻嶺,5062,大狂猴,5012,10,0x00000080,,3009,2304,3,mpc
18,猢猻嶺,5118,欽犯黨羽,6034,40,0x00000002,,1543,2531,2,mpc
18,猢猻嶺,5119,欽犯胡濤,6009,60,0x00000002,,2617,1420,2,mpc
18,猢猻嶺,5120,黑衣無賴,6053,30,0x00000002,,2457,204,1,mpc
18,猢猻嶺,5164,湯捕快,6018,60,0x00000002,,1477,2550,1,mpc
18,猢猻嶺,5165,史捕快,6018,60,0x00000002,,2533,1462,1,mpc
18,猢猻嶺,5166,小流氓,6053,60,0x00000002,,240,1808,1,mpc
19,封神臺,5008,老虎,5008,50,0x00000080,,1721,1766,6,mpc
19,封神臺,5009,食人虎,5009,60,0x00000080,,3516,1780,1,mpc
19,封神臺,5010,山豬,5010,15,0x00000080,,287,4399,8,mpc
19,封神臺,5011,大山豬,5011,40,0x00000080,,237,3666,4,mpc
19,封神臺,5033,飛賊,5033,30,0x00000002,,2301,4399,32,mpc
19,封神臺,5034,山賊,5034,30,0x00000002,,2429,4211,27,mpc
19,封神臺,5035,山賊頭目,5035,50,0x00000002,,2186,3977,5,mpc
19,封神臺,5036,山寨大王,5036,50,0x00000002,,1303,4038,2,mpc
19,封神臺,5066,山犬,5061,1,0x00000080,,89,44,1,mpc
19,封神臺,5124,山寨小賊,6009,30,0x00000002,,601,5292,1,mpc
19,封神臺,14601,昇龍草,5758,1,0x00002000,,453,5345,5,mpc
20,獄門峽,5037,遊魂,5037,30,0x00000008,,3620,3189,1,mpc
20,獄門峽,5049,小夜叉奴隸,5049,20,0x00000004,,707,3319,1,mpc
20,獄門峽,5050,小夜叉士兵,5050,30,0x00000004,,467,2613,2,mpc
20,獄門峽,5051,小夜叉飛斧手,5051,30,0x00000004,,581,3372,2,mpc
20,獄門峽,5053,夜叉刀斧手,5053,35,0x00000004,,413,2531,1,mpc
20,獄門峽,5123,超巨靈魔王,5056,99,0x00000004,,3105,2643,1,mpc
20,獄門峽,5125,小夜叉奴隸,5049,20,0x00000004,,1625,1868,4,mpc
20,獄門峽,5126,小夜叉士兵,5050,30,0x00000004,,1145,3276,9,mpc
20,獄門峽,5127,小夜叉飛斧手,5051,30,0x00000004,,2105,1196,6,mpc
20,獄門峽,5128,夜叉長矛手,5052,35,0x00000004,,2041,1260,9,mpc
20,獄門峽,5129,夜叉刀斧手,5053,35,0x00000004,,2361,1516,8,mpc
20,獄門峽,5130,巨靈魔,5055,60,0x00000004,,2680,697,2,mpc
20,獄門峽,5131,夜叉王,5054,80,0x00000004,,2941,2768,3,mpc
20,獄門峽,5132,魔軍物資,5996,1,0x00002000,,1405,2928,12,mpc
20,獄門峽,5154,射鵰高手,6009,50,0x00000002,,1337,1964,1,mpc
20,獄門峽,5155,軍營逃犯,5121,50,0x00000002,,1460,1906,1,mpc
20,獄門峽,5206,方洪保,6034,55,0x00000002,,857,4268,1,mpc
21,鬼城,5003,屍犬,5003,25,0x00000008,,1648,3926,6,mpc
21,鬼城,5039,殭屍,5039,25,0x00000008,,7447,2410,3,mpc
21,鬼城,5450,萬嗔惡靈,5282,80,0x00000008,,3284,548,5,mpc
21,鬼城,5474,屍妖,5039,25,0x00000008,,3076,2797,6,mpc
21,鬼城,5475,幽魂,5037,30,0x00000008,,2918,3021,2,mpc
21,鬼城,5476,嗜血屍妖,5040,40,0x00000008,,3224,2908,2,mpc
21,鬼城,5477,幽駭犬,5004,40,0x00000008,,3153,3059,2,mpc
21,鬼城,5478,怨靈,5277,60,0x00000008,,3041,2937,1,mpc
22,鎮南關,5574,夜叉刺客,5357,80,0x00000004,,1175,3278,3,mpc
23,巨猿洞窟一層,5015,紅毛巨猿,5015,40,0x00000080,,2716,2528,19,mpc
23,巨猿洞窟一層,5016,食人巨猿,5016,50,0x00000080,,2478,1384,6,mpc
23,巨猿洞窟一層,5017,巨蟾蜍,5017,15,0x00000040,,3036,3641,6,mpc
23,巨猿洞窟一層,5018,火蟾蜍,5018,20,0x00000040,,699,4366,4,mpc
24,巨猿洞窟二層,5015,紅毛巨猿,5015,40,0x00000080,,4774,439,5,mpc
24,巨猿洞窟二層,5016,食人巨猿,5016,50,0x00000080,,4148,507,4,mpc
24,巨猿洞窟二層,5018,火蟾蜍,5018,20,0x00000040,,4063,1847,5,mpc
24,巨猿洞窟二層,5098,狂猿,5096,30,0x00000080,,2793,1300,5,mpc
24,巨猿洞窟二層,5099,巨狂猿,5097,45,0x00000080,,3798,2059,3,mpc
24,巨猿洞窟二層,5100,綠毛狂猿,5098,60,0x00000080,,3411,1027,1,mpc
24,巨猿洞窟二層,5106,小蠍子,5105,15,0x00000040,,1635,2006,4,mpc
24,巨猿洞窟二層,5108,赤蠍子,5107,25,0x00000040,,1728,2525,3,mpc
25,古皇陵第一層,5021,巨蜘蛛,5021,15,0x00000040,,5203,2046,4,mpc
25,古皇陵第一層,5022,斑紋蜘蛛,5022,30,0x00000040,,5073,1705,1,mpc
25,古皇陵第一層,5043,士兵俑,5043,50,0x00000200,,6839,635,18,mpc
25,古皇陵第一層,5080,巨鼠,5066,10,0x00000080,,4500,2490,10,mpc
25,古皇陵第一層,5081,巨灰鼠,5067,15,0x00000080,,4688,2040,6,mpc
25,古皇陵第一層,5082,食屍巨鼠,5068,20,0x00000080,,5871,1532,4,mpc
25,古皇陵第一層,5083,蝙蝠,5069,10,0x00000080,,3796,2571,8,mpc
25,古皇陵第一層,5084,灰蝙蝠,5070,15,0x00000080,,5159,1731,8,mpc
25,古皇陵第一層,5085,巨蝙蝠,5071,20,0x00000080,,5219,1716,4,mpc
25,古皇陵第一層,5086,士兵俑,5043,50,0x00000200,,6839,635,18,mpc
26,古皇陵第二層,5022,斑紋蜘蛛,5022,30,0x00000040,,5988,920,5,mpc
26,古皇陵第二層,5043,士兵俑,5043,50,0x00000200,,3982,2362,13,mpc
26,古皇陵第二層,5044,士兵俑,5044,50,0x00000200,,4046,2394,21,mpc
26,古皇陵第二層,5045,士兵俑,5045,50,0x00000200,,3726,1241,16,mpc
26,古皇陵第二層,5046,力士俑,5046,60,0x00000200,,6324,1748,15,mpc
26,古皇陵第二層,5047,力士俑,5047,60,0x00000200,,847,1714,2,mpc
26,古皇陵第二層,5081,巨灰鼠,5067,15,0x00000080,,2340,2307,3,mpc
26,古皇陵第二層,5082,食屍巨鼠,5068,20,0x00000080,,3836,2527,8,mpc
26,古皇陵第二層,5084,灰蝙蝠,5070,15,0x00000080,,2158,2448,3,mpc
26,古皇陵第二層,5085,巨蝙蝠,5071,20,0x00000080,,3123,1389,9,mpc
27,猛鬼窟第一層,5003,屍犬,5003,25,0x00000008,,4336,3528,4,mpc
27,猛鬼窟第一層,5004,幽冥犬,5004,40,0x00000008,,2880,2588,3,mpc
27,猛鬼窟第一層,5029,毒血屍,5029,50,0x00000008,,1162,3998,2,mpc
27,猛鬼窟第一層,5037,遊魂,5037,30,0x00000008,,5293,1312,9,mpc
27,猛鬼窟第一層,5038,冤魂,5038,50,0x00000008,,6026,362,3,mpc
27,猛鬼窟第一層,5039,殭屍,5039,25,0x00000008,,4154,3070,18,mpc
27,猛鬼窟第一層,5040,血屍,5040,35,0x00000008,,3113,2201,4,mpc
27,猛鬼窟第一層,5041,毒殭屍,5041,35,0x00000008,,5778,410,4,mpc
28,猛鬼窟第二層,5029,毒血屍,5029,50,0x00000008,,1164,2258,3,mpc
28,猛鬼窟第二層,5030,骷髏士兵,5030,40,0x00000008,,2605,984,6,mpc
28,猛鬼窟第二層,5031,骷髏弓手,5031,40,0x00000008,,3808,548,6,mpc
28,猛鬼窟第二層,5032,白骨精,5032,80,0x00000008,,3906,614,2,mpc
28,猛鬼窟第二層,5037,遊魂,5037,30,0x00000008,,695,962,3,mpc
28,猛鬼窟第二層,5038,冤魂,5038,50,0x00000008,,3126,2747,3,mpc
28,猛鬼窟第二層,5042,吸血殭屍,5042,70,0x00000008,,4314,2686,2,mpc
29,鎮南關密道,5081,巨灰鼠,5067,15,0x00000080,,3518,2390,3,mpc
29,鎮南關密道,5082,食屍巨鼠,5068,20,0x00000080,,3474,2360,2,mpc
29,鎮南關密道,5084,灰蝙蝠,5070,15,0x00000080,,5028,1474,3,mpc
29,鎮南關密道,5085,巨蝙蝠,5071,20,0x00000080,,2262,1287,2,mpc
29,鎮南關密道,5182,巨蜈蚣,5126,30,0x00000040,,2391,1211,7,mpc
29,鎮南關密道,5183,箭蜈蚣,5127,45,0x00000040,,3082,861,4,mpc
29,鎮南關密道,5185,翠蛇,5129,30,0x00000040,,4951,2613,6,mpc
29,鎮南關密道,5186,灰巨蟒,5130,45,0x00000040,,3675,2559,4,mpc
29,鎮南關密道,5452,蒙面賊寇,5284,65,0x00000002,,2702,2355,7,mpc
29,鎮南關密道,5480,攔路賊,5122,35,0x00000002,,5777,1348,5,mpc
29,鎮南關密道,5481,惡土匪,5123,45,0x00000002,,1540,467,4,mpc
29,鎮南關密道,5482,賊寇,5121,40,0x00000002,,1447,467,4,mpc
29,鎮南關密道,5483,賊寇頭目,5124,80,0x00000002,,4209,2733,3,mpc
29,鎮南關密道,5484,糧車,5283,50,0x00002000,,4369,2826,3,mpc
30,百妖穴第一層,5017,巨蟾蜍,5017,15,0x00000040,,1444,2942,3,mpc
30,百妖穴第一層,5018,火蟾蜍,5018,20,0x00000040,,4678,2385,5,mpc
30,百妖穴第一層,5019,冰蟾蜍,5019,20,0x00000040,,3014,2869,4,mpc
30,百妖穴第一層,5020,毒蟾蜍,5020,25,0x00000040,,4491,2414,4,mpc
30,百妖穴第一層,5021,巨蜘蛛,5021,15,0x00000040,,5602,3153,15,mpc
30,百妖穴第一層,5022,斑紋蜘蛛,5022,30,0x00000040,,4039,4688,6,mpc
30,百妖穴第一層,5023,鬼面蜘蛛,5023,40,0x00000020,,5323,1408,5,mpc
30,百妖穴第一層,5024,妖面蜘蛛,5024,60,0x00000020,,7029,1159,3,mpc
30,百妖穴第一層,5223,蟾蜍精,5151,40,0x00000020,,4212,2171,2,mpc
30,百妖穴第一層,5225,蜘蛛精,5153,70,0x00000020,,1909,1171,1,mpc
31,試煉之窟,5066,山犬,5061,1,0x00000080,,2178,2708,5,mpc
31,試煉之窟,5067,狂猴,5012,1,0x00000080,,972,2989,7,mpc
31,試煉之窟,5068,野豬,5063,1,0x00000080,,1704,2521,5,mpc
31,試煉之窟,5069,蟾蜍,5064,1,0x00000040,,1492,2805,5,mpc
31,試煉之窟,5070,蜘蛛,5065,1,0x00000040,,1744,2256,5,mpc
31,試煉之窟,5531,大蟾蜍,5064,10,0x00000040,,2479,4992,6,mpc
31,試煉之窟,5532,大蜘蛛,5065,10,0x00000040,,3694,4000,6,mpc
31,試煉之窟,5533,大山犬,5061,10,0x00000080,,1546,4215,6,mpc
31,試煉之窟,5534,大狂猴,5012,10,0x00000080,,3937,5350,6,mpc
31,試煉之窟,5535,大野豬,5063,10,0x00000080,,943,4886,6,mpc
31,試煉之窟,5536,惡犬,5001,15,0x00000080,,4520,4667,6,mpc
31,試煉之窟,5537,巨蟾蜍,5017,15,0x00000040,,5438,3592,6,mpc
31,試煉之窟,5538,巨蜘蛛,5021,15,0x00000040,,5239,2385,6,mpc
31,試煉之窟,5539,山豬,5010,15,0x00000080,,5340,4509,6,mpc
31,試煉之窟,5540,黑狂猴,5062,15,0x00000080,,4216,2753,6,mpc
31,試煉之窟,5541,狂犬,5002,20,0x00000080,,5210,3702,6,mpc
31,試煉之窟,5542,野狼,5005,25,0x00000080,,5016,681,4,mpc
31,試煉之窟,5543,殭屍,5039,25,0x00000008,,5492,854,4,mpc
31,試煉之窟,5544,飛賊,5033,30,0x00000002,,5138,1636,4,mpc
31,試煉之窟,5545,山賊,5034,30,0x00000002,,4447,708,4,mpc
31,試煉之窟,5546,邪教弟子,5088,30,0x00000002,,3783,1739,3,mpc
31,試煉之窟,5547,大山豬,5011,40,0x00000080,,1550,327,3,mpc
31,試煉之窟,5548,劍齒狼,5007,40,0x00000080,,1824,1117,3,mpc
31,試煉之窟,5549,邪教道士,5087,40,0x00000002,,2631,2280,3,mpc
31,試煉之窟,5550,土匪,5123,40,0x00000002,,2686,1041,3,mpc
31,試煉之窟,5551,土行者,5149,40,0x00000004,,2694,1319,3,mpc
32,萬人塚第一層,5002,狂犬,5002,20,0x00000080,,1473,492,1,mpc
32,萬人塚第一層,5003,屍犬,5003,25,0x00000008,,1197,386,2,mpc
32,萬人塚第一層,5017,巨蟾蜍,5017,15,0x00000040,,4415,1495,24,mpc
32,萬人塚第一層,5018,火蟾蜍,5018,20,0x00000040,,5621,506,2,mpc
32,萬人塚第一層,5019,冰蟾蜍,5019,20,0x00000040,,2751,503,2,mpc
32,萬人塚第一層,5020,毒蟾蜍,5020,25,0x00000040,,3391,2199,2,mpc
32,萬人塚第一層,5039,殭屍,5039,25,0x00000008,,1847,1290,4,mpc
33,萬人塚第二層,5003,屍犬,5003,25,0x00000008,,6860,994,6,mpc
33,萬人塚第二層,5004,幽冥犬,5004,40,0x00000008,,3966,2684,2,mpc
33,萬人塚第二層,5027,水鬼,5027,40,0x00000010,,4528,2950,2,mpc
33,萬人塚第二層,5028,火妖,5028,40,0x00000010,,4477,1274,2,mpc
33,萬人塚第二層,5029,毒血屍,5029,50,0x00000008,,1496,2894,1,mpc
33,萬人塚第二層,5032,白骨精,5032,80,0x00000008,,1404,2953,1,mpc
33,萬人塚第二層,5039,殭屍,5039,25,0x00000008,,5611,1558,18,mpc
33,萬人塚第二層,5040,血屍,5040,35,0x00000008,,2275,2490,2,mpc
33,萬人塚第二層,5041,毒殭屍,5041,35,0x00000008,,3903,2737,6,mpc
35,烈火靈界通道,5101,火界鬼卒,5099,45,0x00000020,,4439,2777,26,mpc
35,烈火靈界通道,5134,火界妖靈,5115,55,0x00000020,,3393,1408,6,mpc
35,烈火靈界通道,5137,火麟獸,5102,60,0x00001000,,1705,3177,2,mpc
36,瘴癘靈界通道,5102,毒界鬼卒,5100,45,0x00000020,,4048,2822,26,mpc
36,瘴癘靈界通道,5135,毒界妖靈,5116,55,0x00000020,,3564,2908,6,mpc
36,瘴癘靈界通道,5138,毒麟獸,5103,60,0x00001000,,5297,2338,2,mpc
37,怒雪靈界通道,5103,冰界鬼卒,5101,45,0x00000020,,4106,2556,26,mpc
37,怒雪靈界通道,5136,冰界妖靈,5117,55,0x00000020,,4444,2156,6,mpc
37,怒雪靈界通道,5139,冰麟獸,5104,60,0x00001000,,5760,1402,2,mpc
38,火雲洞府,5101,火界鬼卒,5099,45,0x00000020,,4228,2495,21,mpc
38,火雲洞府,5134,火界妖靈,5115,55,0x00000020,,2752,2641,12,mpc
38,火雲洞府,5137,火麟獸,5102,60,0x00001000,,3419,2738,8,mpc
38,火雲洞府,5140,火雲麒麟,5108,99,0x00001000,,5179,1494,1,mpc
38,火雲洞府,5177,火雲麒麟,5108,90,0x00001000,,5193,1551,1,mpc
39,蠱毒洞府,5102,毒界鬼卒,5100,45,0x00000020,,3958,3020,27,mpc
39,蠱毒洞府,5135,毒界妖靈,5116,55,0x00000020,,3218,2869,14,mpc
39,蠱毒洞府,5138,毒麟獸,5103,60,0x00001000,,3353,2931,8,mpc
39,蠱毒洞府,5141,蠱毒麒麟,5109,99,0x00001000,,4080,2223,1,mpc
39,蠱毒洞府,5178,蠱毒麒麟,5109,90,0x00001000,,4102,2257,1,mpc
40,怒雪洞府,5103,冰界鬼卒,5101,45,0x00000020,,7796,2451,23,mpc
40,怒雪洞府,5136,冰界妖靈,5117,55,0x00000020,,7488,2161,14,mpc
40,怒雪洞府,5139,冰麟獸,5104,60,0x00001000,,7931,2251,9,mpc
40,怒雪洞府,5142,怒雪麒麟,5110,99,0x00001000,,8760,1423,1,mpc
40,怒雪洞府,5179,怒雪麒麟,5110,90,0x00001000,,8777,1452,1,mpc
42,天山雪道,5006,雪狼,5006,35,0x00000080,,3099,3491,9,mpc
42,天山雪道,5014,白毛巨猿,5014,40,0x00000080,,5669,2190,9,mpc
