monster_id,new_name,old_name,new_has_drop,old_has_drop,action,reason
5038,冤魂,冤魂,1,1,new_drop_kept,new monster row already has DropItem
5008,老虎,老虎,1,1,new_drop_kept,new monster row already has DropItem
5029,毒血屍,毒血屍,1,1,new_drop_kept,new monster row already has DropItem
5035,山賊頭目,山賊頭目,1,1,new_drop_kept,new monster row already has DropItem
5043,士兵俑,士兵俑,1,1,new_drop_kept,new monster row already has DropItem
5044,士兵俑,士兵俑,1,1,new_drop_kept,new monster row already has DropItem
5045,士兵俑,士兵俑,1,1,new_drop_kept,new monster row already has DropItem
5016,食人巨猿,食人巨猿,1,1,new_drop_kept,new monster row already has DropItem
5036,山寨大王,山寨大王,1,1,new_drop_kept,new monster row already has DropItem
5009,食人虎,食人虎,1,1,new_drop_kept,new monster row already has DropItem
5055,巨靈魔,巨靈魔,1,1,new_drop_kept,new monster row already has DropItem
5046,力士俑,力士俑,1,1,new_drop_kept,new monster row already has DropItem
5047,力士俑,力士俑,1,1,new_drop_kept,new monster row already has DropItem
5057,金石怪,金石怪,1,1,new_drop_kept,new monster row already has DropItem
5058,老樹精,老樹精,1,1,new_drop_kept,new monster row already has DropItem
5059,惡水鬼,惡水鬼,1,1,new_drop_kept,new monster row already has DropItem
5060,邪火妖,邪火妖,1,1,new_drop_kept,new monster row already has DropItem
5032,白骨精,白骨精,1,1,new_drop_kept,new monster row already has DropItem
5054,夜叉王,夜叉王,1,1,new_drop_kept,new monster row already has DropItem
5056,巨靈魔王,巨靈魔王,1,1,new_drop_kept,new monster row already has DropItem
5048,將軍俑,將軍俑,1,1,new_drop_kept,new monster row already has DropItem
5080,巨鼠,巨鼠,1,1,new_drop_kept,new monster row already has DropItem
5081,巨灰鼠,巨灰鼠,1,1,new_drop_kept,new monster row already has DropItem
5082,食屍巨鼠,食屍巨鼠,1,1,new_drop_kept,new monster row already has DropItem
5083,蝙蝠,蝙蝠,1,1,new_drop_kept,new monster row already has DropItem
5084,灰蝙蝠,灰蝙蝠,1,1,new_drop_kept,new monster row already has DropItem
5085,巨蝙蝠,巨蝙蝠,1,1,new_drop_kept,new monster row already has DropItem
5123,超巨靈魔王,超巨靈魔王,1,1,new_drop_kept,new monster row already has DropItem
5125,小夜叉奴隸,小夜叉奴隸,1,1,new_drop_kept,new monster row already has DropItem
5126,小夜叉士兵,小夜叉士兵,1,1,new_drop_kept,new monster row already has DropItem
5127,小夜叉飛斧手,小夜叉飛斧手,1,1,new_drop_kept,new monster row already has DropItem
5128,夜叉長矛手,夜叉長矛手,1,1,new_drop_kept,new monster row already has DropItem
5129,夜叉刀斧手,夜叉刀斧手,1,1,new_drop_kept,new monster row already has DropItem
5130,巨靈魔,巨靈魔,1,1,new_drop_kept,new monster row already has DropItem
5131,夜叉王,夜叉王,1,1,new_drop_kept,new monster row already has DropItem
5132,魔軍物資,魔軍物資,1,1,new_drop_kept,new monster row already has DropItem
5089,邪教弟子,邪教弟子,1,1,new_drop_kept,new monster row already has DropItem
5090,邪教道士,邪教道士,1,1,new_drop_kept,new monster row already has DropItem
5091,邪教道長,邪教道長,1,1,new_drop_kept,new monster row already has DropItem
5104,邪魔尊者,邪魔尊者,1,1,new_drop_kept,new monster row already has DropItem
5092,花和尚,花和尚,1,1,new_drop_kept,new monster row already has DropItem
5093,破戒僧,破戒僧,1,1,new_drop_kept,new monster row already has DropItem
5148,秘法僧,秘法僧,1,1,new_drop_kept,new monster row already has DropItem
5105,秘法僧,秘法僧,1,1,new_drop_kept,new monster row already has DropItem
5094,嗜血頭陀,嗜血頭陀,1,1,new_drop_kept,new monster row already has DropItem
5098,狂猿,狂猿,1,1,new_drop_kept,new monster row already has DropItem
5099,巨狂猿,巨狂猿,1,1,new_drop_kept,new monster row already has DropItem
5100,綠毛狂猿,綠毛狂猿,1,1,new_drop_kept,new monster row already has DropItem
5107,藍尾蠍,藍尾蠍,1,1,new_drop_kept,new monster row already has DropItem
5109,巨蠍子,巨蠍子,1,1,new_drop_kept,new monster row already has DropItem
5110,蠍子王,蠍子王,1,1,new_drop_kept,new monster row already has DropItem
5111,大盜,大盜,1,1,new_drop_kept,new monster row already has DropItem
5112,大盜,大盜,1,1,new_drop_kept,new monster row already has DropItem
5133,大盜,大盜,1,1,new_drop_kept,new monster row already has DropItem
5114,流寇,流寇,1,1,new_drop_kept,new monster row already has DropItem
5115,流寇頭子,流寇頭子,1,1,new_drop_kept,new monster row already has DropItem
5147,土匪,土匪,1,1,new_drop_kept,new monster row already has DropItem
5116,江洋大盜,江洋大盜,1,1,new_drop_kept,new monster row already has DropItem
5101,火界鬼卒,火界鬼卒,1,1,new_drop_kept,new monster row already has DropItem
5102,毒界鬼卒,毒界鬼卒,1,1,new_drop_kept,new monster row already has DropItem
5103,冰界鬼卒,冰界鬼卒,1,1,new_drop_kept,new monster row already has DropItem
5134,火界妖靈,火界妖靈,1,1,new_drop_kept,new monster row already has DropItem
5135,毒界妖靈,毒界妖靈,1,1,new_drop_kept,new monster row already has DropItem
5136,冰界妖靈,冰界妖靈,1,1,new_drop_kept,new monster row already has DropItem
5137,火麟獸,火麟獸,1,1,new_drop_kept,new monster row already has DropItem
5138,毒麟獸,毒麟獸,1,1,new_drop_kept,new monster row already has DropItem
5139,冰麟獸,冰麟獸,1,1,new_drop_kept,new monster row already has DropItem
5140,火雲麒麟,火雲麒麟,1,1,new_drop_kept,new monster row already has DropItem
5141,蠱毒麒麟,蠱毒麒麟,1,1,new_drop_kept,new monster row already has DropItem
5142,怒雪麒麟,怒雪麒麟,1,1,new_drop_kept,new monster row already has DropItem
5113,麒麟寶物,麒麟寶物,1,1,new_drop_kept,new monster row already has DropItem
5170,麒麟寶物,麒麟寶物,1,1,new_drop_kept,new monster row already has DropItem
5171,麒麟寶物,麒麟寶物,1,1,new_drop_kept,new monster row already has DropItem
5172,靈獸包裹,靈獸包裹,1,1,new_drop_kept,new monster row already has DropItem
5173,靈獸包裹,靈獸包裹,1,1,new_drop_kept,new monster row already has DropItem
5174,靈獸包裹,靈獸包裹,1,1,new_drop_kept,new monster row already has DropItem
5167,火雲麒麟,火雲麒麟,1,1,new_drop_kept,new monster row already has DropItem
5168,蠱毒麒麟,蠱毒麒麟,1,1,new_drop_kept,new monster row already has DropItem
5169,怒雪麒麟,怒雪麒麟,1,1,new_drop_kept,new monster row already has DropItem
5181,靈獸包裹,靈獸包裹,1,1,new_drop_kept,new monster row already has DropItem
5177,火雲麒麟,火雲麒麟,1,1,new_drop_kept,new monster row already has DropItem
5178,蠱毒麒麟,蠱毒麒麟,1,1,new_drop_kept,new monster row already has DropItem
5179,怒雪麒麟,怒雪麒麟,1,1,new_drop_kept,new monster row already has DropItem
5175,洞府令旗,洞府令旗,0,0,no_old_drop,old monster row missing or has no valid DropItem
5176,洞府令旗,洞府令旗,0,0,no_old_drop,old monster row missing or has no valid DropItem
5180,洞府令旗,洞府令旗,0,0,no_old_drop,old monster row missing or has no valid DropItem
5198,鎖滅黑龍陣,鎖滅黑龍陣,1,1,new_drop_kept,new monster row already has DropItem
5199,鎖滅金龍陣,鎖滅金龍陣,1,1,new_drop_kept,new monster row already has DropItem
5200,鎖滅銀龍陣,鎖滅銀龍陣,1,1,new_drop_kept,new monster row already has DropItem
5201,鎖滅石龍陣,鎖滅石龍陣,1,1,new_drop_kept,new monster row already has DropItem
5202,鎖滅黑龍陣,鎖滅黑龍陣,1,1,new_drop_kept,new monster row already has DropItem
5203,鎖滅金龍陣,鎖滅金龍陣,1,1,new_drop_kept,new monster row already has DropItem
5204,鎖滅銀龍陣,鎖滅銀龍陣,1,1,new_drop_kept,new monster row already has DropItem
5205,鎖滅石龍陣,鎖滅石龍陣,1,1,new_drop_kept,new monster row already has DropItem
5086,士兵俑,士兵俑,1,1,new_drop_kept,new monster row already has DropItem
5078,烈火妖靈,烈火妖靈,1,1,new_drop_kept,new monster row already has DropItem
5079,烈火妖魔,烈火妖魔,1,1,new_drop_kept,new monster row already has DropItem
5087,西域殺手,西域殺手,0,0,no_old_drop,old monster row missing or has no valid DropItem
5088,埋伏官差,埋伏官差,0,0,no_old_drop,old monster row missing or has no valid DropItem
5117,啞巴殺手,啞巴殺手,0,0,no_old_drop,old monster row missing or has no valid DropItem
5118,欽犯黨羽,欽犯黨羽,0,0,no_old_drop,old monster row missing or has no valid DropItem
5119,欽犯胡濤,欽犯胡濤,0,0,no_old_drop,old monster row missing or has no valid DropItem
5120,黑衣無賴,黑衣無賴,0,0,no_old_drop,old monster row missing or has no valid DropItem
5121,纏身厲鬼,纏身厲鬼,0,0,no_old_drop,old monster row missing or has no valid DropItem
5122,船老大,船老大,0,0,no_old_drop,old monster row missing or has no valid DropItem
5124,山寨小賊,山寨小賊,0,0,no_old_drop,old monster row missing or has no valid DropItem
5143,惡劣債主,惡劣債主,0,0,no_old_drop,old monster row missing or has no valid DropItem
5144,鏢局成員,鏢局成員,0,0,no_old_drop,old monster row missing or has no valid DropItem
5145,闇盟成員,闇盟成員,0,0,no_old_drop,old monster row missing or has no valid DropItem
5149,西域番僧,西域番僧,0,0,no_old_drop,old monster row missing or has no valid DropItem
5150,邪惡道人,邪惡道人,0,0,no_old_drop,old monster row missing or has no valid DropItem
5151,看門打手,看門打手,0,0,no_old_drop,old monster row missing or has no valid DropItem
5152,左右打手,左右打手,0,0,no_old_drop,old monster row missing or has no valid DropItem
5153,幕後首腦,幕後首腦,0,0,no_old_drop,old monster row missing or has no valid DropItem
5154,射鵰高手,射鵰高手,0,0,no_old_drop,old monster row missing or has no valid DropItem
5155,軍營逃犯,軍營逃犯,0,0,no_old_drop,old monster row missing or has no valid DropItem
5156,黃大官人,黃大官人,0,0,no_old_drop,old monster row missing or has no valid DropItem
5157,便衣隨扈,便衣隨扈,0,0,no_old_drop,old monster row missing or has no valid DropItem
5158,小氣刺客,小氣刺客,0,0,no_old_drop,old monster row missing or has no valid DropItem
5162,候捕快,候捕快,0,0,no_old_drop,old monster row missing or has no valid DropItem
5163,釣日劍俠,釣日劍俠,0,0,no_old_drop,old monster row missing or has no valid DropItem
5164,湯捕快,湯捕快,0,0,no_old_drop,old monster row missing or has no valid DropItem
5165,史捕快,史捕快,0,0,no_old_drop,old monster row missing or has no valid DropItem
5166,小流氓,小流氓,0,0,no_old_drop,old monster row missing or has no valid DropItem
5206,方洪保,方洪保,0,0,no_old_drop,old monster row missing or has no valid DropItem
5207,阿豹,阿豹,0,0,no_old_drop,old monster row missing or has no valid DropItem
5210,噬魔尊者,噬魔尊者,1,1,new_drop_kept,new monster row already has DropItem
5212,幻魔尊者,幻魔尊者,1,1,new_drop_kept,new monster row already has DropItem
5211,道觀寶物,道觀寶物,1,1,new_drop_kept,new monster row already has DropItem
5146,道觀寶箱,道觀寶箱,1,1,new_drop_kept,new monster row already has DropItem
5159,滿福袋,滿福袋,1,1,new_drop_kept,new monster row already has DropItem
5160,紅包袋,紅包袋,1,1,new_drop_kept,new monster row already has DropItem
5161,刮刮樂,刮刮樂,1,1,new_drop_kept,new monster row already has DropItem
5208,吉利紅包袋,吉利紅包袋,1,1,new_drop_kept,new monster row already has DropItem
5209,百變紅包袋,百變紅包袋,1,1,new_drop_kept,new monster row already has DropItem
5231,保命錦囊,保命錦囊,1,1,new_drop_kept,new monster row already has DropItem
5071,衙役,衙役,0,0,no_old_drop,old monster row missing or has no valid DropItem
5073,士兵,士兵,0,0,no_old_drop,old monster row missing or has no valid DropItem
5074,校尉,校尉,0,0,no_old_drop,old monster row missing or has no valid DropItem
5072,捕快,捕快,0,0,no_old_drop,old monster row missing or has no valid DropItem
5075,將軍,將軍,0,0,no_old_drop,old monster row missing or has no valid DropItem
5076,養心觀真人,養心觀真人,0,0,no_old_drop,old monster row missing or has no valid DropItem
5077,梵天寺大師,梵天寺大師,0,0,no_old_drop,old monster row missing or has no valid DropItem
5228,死靈骷髏,死靈骷髏,1,1,new_drop_kept,new monster row already has DropItem
5229,死靈殭屍,死靈殭屍,1,1,new_drop_kept,new monster row already has DropItem
5230,血蕈,血蕈,1,1,new_drop_kept,new monster row already has DropItem
5269,死靈弓手,死靈弓手,1,1,new_drop_kept,new monster row already has DropItem
5042,吸血殭屍,吸血殭屍,1,1,new_drop_kept,new monster row already has DropItem
5024,妖面蜘蛛,妖面蜘蛛,1,1,new_drop_kept,new monster row already has DropItem
5095,變色蜥蜴,變色蜥蜴,1,1,new_drop_kept,new monster row already has DropItem
5096,綠蜥蜴,綠蜥蜴,1,1,new_drop_kept,new monster row already has DropItem
5097,赤蜥蜴,赤蜥蜴,1,1,new_drop_kept,new monster row already has DropItem
5106,小蠍子,小蠍子,1,1,new_drop_kept,new monster row already has DropItem
5108,赤蠍子,赤蠍子,1,1,new_drop_kept,new monster row already has DropItem
5182,巨蜈蚣,巨蜈蚣,1,1,new_drop_kept,new monster row already has DropItem
5183,箭蜈蚣,箭蜈蚣,1,1,new_drop_kept,new monster row already has DropItem
5184,五毒蜈蚣,五毒蜈蚣,1,1,new_drop_kept,new monster row already has DropItem
5185,翠蛇,翠蛇,1,1,new_drop_kept,new monster row already has DropItem
5186,灰巨蟒,灰巨蟒,1,1,new_drop_kept,new monster row already has DropItem
5187,食人巨蟒,食人巨蟒,1,1,new_drop_kept,new monster row already has DropItem
5188,鱷魚,鱷魚,1,1,new_drop_kept,new monster row already has DropItem
5189,劍齒鱷,劍齒鱷,1,1,new_drop_kept,new monster row already has DropItem
5190,食人巨鱷,食人巨鱷,1,1,new_drop_kept,new monster row already has DropItem
5191,千年樹精,千年樹精,1,1,new_drop_kept,new monster row already has DropItem
5192,毒巨蛟,毒巨蛟,1,1,new_drop_kept,new monster row already has DropItem
5193,修羅魔君鬼魂,修羅魔君鬼魂,1,1,new_drop_kept,new monster row already has DropItem
5194,阿修羅王,阿修羅王,1,1,new_drop_kept,new monster row already has DropItem
5195,阿修羅戰士,阿修羅戰士,1,1,new_drop_kept,new monster row already has DropItem
5196,夸父勇士,夸父勇士,0,0,no_old_drop,old monster row missing or has no valid DropItem
5197,夸父戰士,夸父戰士,0,0,no_old_drop,old monster row missing or has no valid DropItem
5213,金翅王,金翅王,1,1,new_drop_kept,new monster row already has DropItem
5214,鷹族戰士,鷹族戰士,1,1,new_drop_kept,new monster row already has DropItem
5215,刑天魔王,刑天魔王,1,1,new_drop_kept,new monster row already has DropItem
5216,刑天戰狂,刑天戰狂,1,1,new_drop_kept,new monster row already has DropItem
5217,百眼長老,百眼長老,1,1,new_drop_kept,new monster row already has DropItem
5218,百眼巫師,百眼巫師,1,1,new_drop_kept,new monster row already has DropItem
5219,土行鬼王,土行鬼王,1,1,new_drop_kept,new monster row already has DropItem
5220,土行者,土行者,1,1,new_drop_kept,new monster row already has DropItem
5221,鎮南大將軍,鎮南大將軍,0,0,no_old_drop,old monster row missing or has no valid DropItem
5222,千年蟾蜍精,千年蟾蜍精,1,1,new_drop_kept,new monster row already has DropItem
5223,蟾蜍精,蟾蜍精,1,1,new_drop_kept,new monster row already has DropItem
5224,千年蜘蛛精,千年蜘蛛精,1,1,new_drop_kept,new monster row already has DropItem
5225,蜘蛛精,蜘蛛精,1,1,new_drop_kept,new monster row already has DropItem
5226,千年花精,千年花精,1,1,new_drop_kept,new monster row already has DropItem
5227,花精,花精,1,1,new_drop_kept,new monster row already has DropItem
5232,大野豬幻影,大野豬幻影,0,0,no_old_drop,old monster row missing or has no valid DropItem
5233,山豬幻影,山豬幻影,0,0,no_old_drop,old monster row missing or has no valid DropItem
5234,野狼幻影,野狼幻影,0,0,no_old_drop,old monster row missing or has no valid DropItem
5235,劍齒狼幻影,劍齒狼幻影,0,0,no_old_drop,old monster row missing or has no valid DropItem
5236,老虎幻影,老虎幻影,0,0,no_old_drop,old monster row missing or has no valid DropItem
5237,食人虎幻影,食人虎幻影,0,0,no_old_drop,old monster row missing or has no valid DropItem
5238,紅毛巨猿幻影,紅毛巨猿幻影,0,0,no_old_drop,old monster row missing or has no valid DropItem
5239,食人巨猿幻影,食人巨猿幻影,0,0,no_old_drop,old monster row missing or has no valid DropItem
5240,飛賊幻影,飛賊幻影,0,0,no_old_drop,old monster row missing or has no valid DropItem
5241,山賊幻影,山賊幻影,0,0,no_old_drop,old monster row missing or has no valid DropItem
5242,邪教道士幻影,邪教道士幻影,0,0,no_old_drop,old monster row missing or has no valid DropItem
5243,邪教道長幻影,邪教道長幻影,0,0,no_old_drop,old monster row missing or has no valid DropItem
5244,土匪幻影,土匪幻影,0,0,no_old_drop,old monster row missing or has no valid DropItem
5245,大盜幻影,大盜幻影,0,0,no_old_drop,old monster row missing or has no valid DropItem
5246,江洋大盜幻影,江洋大盜幻影,0,0,no_old_drop,old monster row missing or has no valid DropItem
5247,破戒僧幻影,破戒僧幻影,0,0,no_old_drop,old monster row missing or has no valid DropItem
5248,秘法僧幻影,秘法僧幻影,0,0,no_old_drop,old monster row missing or has no valid DropItem
5249,屍犬幻影,屍犬幻影,0,0,no_old_drop,old monster row missing or has no valid DropItem
5250,幽冥犬幻影,幽冥犬幻影,0,0,no_old_drop,old monster row missing or has no valid DropItem
5251,殭屍幻影,殭屍幻影,0,0,no_old_drop,old monster row missing or has no valid DropItem
5252,血屍幻影,血屍幻影,0,0,no_old_drop,old monster row missing or has no valid DropItem
5253,石怪幻影,石怪幻影,0,0,no_old_drop,old monster row missing or has no valid DropItem
5254,水鬼幻影,水鬼幻影,0,0,no_old_drop,old monster row missing or has no valid DropItem
5255,金石怪幻影,金石怪幻影,0,0,no_old_drop,old monster row missing or has no valid DropItem
5256,邪火妖幻影,邪火妖幻影,0,0,no_old_drop,old monster row missing or has no valid DropItem
5257,骷髏士兵幻影,骷髏士兵幻影,0,0,no_old_drop,old monster row missing or has no valid DropItem
5258,骷髏弓手幻影,骷髏弓手幻影,0,0,no_old_drop,old monster row missing or has no valid DropItem
5259,白骨精幻影,白骨精幻影,0,0,no_old_drop,old monster row missing or has no valid DropItem
5260,土行者幻影,土行者幻影,0,0,no_old_drop,old monster row missing or has no valid DropItem
5261,土行鬼王幻影,土行鬼王幻影,0,0,no_old_drop,old monster row missing or has no valid DropItem
5262,刀斧手幻影,刀斧手幻影,0,0,no_old_drop,old monster row missing or has no valid DropItem
5263,長矛手幻影,長矛手幻影,0,0,no_old_drop,old monster row missing or has no valid DropItem
5264,夜叉王幻影,夜叉王幻影,0,0,no_old_drop,old monster row missing or has no valid DropItem
5265,巨靈魔幻影,巨靈魔幻影,0,0,no_old_drop,old monster row missing or has no valid DropItem
5266,巨靈魔王幻影,巨靈魔王幻影,0,0,no_old_drop,old monster row missing or has no valid DropItem
5267,百眼巫師幻影,百眼巫師幻影,0,0,no_old_drop,old monster row missing or has no valid DropItem
5268,修羅戰士幻影,修羅戰士幻影,0,0,no_old_drop,old monster row missing or has no valid DropItem
5270,夜叉族大魔王,夜叉族大魔王,1,1,new_drop_kept,new monster row already has DropItem
5271,百眼族大魔王,百眼族大魔王,1,1,new_drop_kept,new monster row already has DropItem
5272,巨靈族大魔王,巨靈族大魔王,1,1,new_drop_kept,new monster row already has DropItem
5273,修羅族大魔王,修羅族大魔王,1,1,new_drop_kept,new monster row already has DropItem
5274,20級紅包袋,20級紅包袋,1,1,new_drop_kept,new monster row already has DropItem
5275,30級紅包袋,30級紅包袋,1,1,new_drop_kept,new monster row already has DropItem
5276,40級紅包袋,40級紅包袋,1,1,new_drop_kept,new monster row already has DropItem
5277,士兵,士兵,0,0,no_old_drop,old monster row missing or has no valid DropItem
5278,校尉,校尉,0,0,no_old_drop,old monster row missing or has no valid DropItem
5279,將軍,將軍,0,0,no_old_drop,old monster row missing or has no valid DropItem
5280,鬼城包裹,鬼城包裹,1,1,new_drop_kept,new monster row already has DropItem
5281,魔族寶物,魔族寶物,1,1,new_drop_kept,new monster row already has DropItem
5282,魔軍寶箱,魔軍寶箱,1,1,new_drop_kept,new monster row already has DropItem
5283,情人紫花,情人紫花,1,1,new_drop_kept,new monster row already has DropItem
5284,情人紅花,情人紅花,1,1,new_drop_kept,new monster row already has DropItem
5285,陰間冥包,陰間冥包,1,1,new_drop_kept,new monster row already has DropItem
5286,蛇魔女,蛇魔女,1,1,new_drop_kept,new monster row already has DropItem
5287,蛇魔女王,蛇魔女王,1,1,new_drop_kept,new monster row already has DropItem
5288,巨螯蝦兵,巨螯蝦兵,1,1,new_drop_kept,new monster row already has DropItem
5289,鬼螯蝦兵,鬼螯蝦兵,1,1,new_drop_kept,new monster row already has DropItem
5290,玄龜,玄龜,1,1,new_drop_kept,new monster row already has DropItem
5291,巨角龜,巨角龜,1,1,new_drop_kept,new monster row already has DropItem
5292,桃花兵蜂,桃花兵蜂,1,1,new_drop_kept,new monster row already has DropItem
5293,桃花蜂,桃花蜂,1,1,new_drop_kept,new monster row already has DropItem
5294,女王蜂,女王蜂,1,1,new_drop_kept,new monster row already has DropItem
5295,鳳凰,鳳凰,1,1,new_drop_kept,new monster row already has DropItem
5296,真火鳳凰,真火鳳凰,1,1,new_drop_kept,new monster row already has DropItem
5297,海巨蛟,海巨蛟,1,1,new_drop_kept,new monster row already has DropItem
5298,黑巨蛟,黑巨蛟,1,1,new_drop_kept,new monster row already has DropItem
5299,穿雲鶴,穿雲鶴,0,0,no_old_drop,old monster row missing or has no valid DropItem
5300,赤羽鶴,赤羽鶴,1,1,new_drop_kept,new monster row already has DropItem
5301,飛毛兔,飛毛兔,1,1,new_drop_kept,new monster row already has DropItem
5302,搗藥兔,搗藥兔,1,1,new_drop_kept,new monster row already has DropItem
5303,兔仙人,兔仙人,1,1,new_drop_kept,new monster row already has DropItem
5304,大力熊,大力熊,1,1,new_drop_kept,new monster row already has DropItem
5305,覓蜜熊,覓蜜熊,1,1,new_drop_kept,new monster row already has DropItem
5306,熊武者,熊武者,1,1,new_drop_kept,new monster row already has DropItem
5307,虎鬥士,虎鬥士,1,1,new_drop_kept,new monster row already has DropItem
5308,虎霸王,虎霸王,1,1,new_drop_kept,new monster row already has DropItem
5309,千面狐,千面狐,1,1,new_drop_kept,new monster row already has DropItem
5310,百草狐郎中,百草狐郎中,1,1,new_drop_kept,new monster row already has DropItem
5311,九尾狐,九尾狐,1,1,new_drop_kept,new monster row already has DropItem
5312,小妖狸,小妖狸,1,1,new_drop_kept,new monster row already has DropItem
5313,妖狸射手,妖狸射手,1,1,new_drop_kept,new monster row already has DropItem
5314,隱者狸仙,隱者狸仙,1,1,new_drop_kept,new monster row already has DropItem
5315,靈芝精,靈芝精,1,1,new_drop_kept,new monster row already has DropItem
5316,千年靈芝精,千年靈芝精,1,1,new_drop_kept,new monster row already has DropItem
5317,人蔘精,人蔘精,1,1,new_drop_kept,new monster row already has DropItem
5318,千年蔘精,千年蔘精,1,1,new_drop_kept,new monster row already has DropItem
5319,海魅,海魅,1,1,new_drop_kept,new monster row already has DropItem
5320,林魅,林魅,1,1,new_drop_kept,new monster row already has DropItem
5321,山魅,山魅,1,1,new_drop_kept,new monster row already has DropItem
5322,{千面狐},{千面狐},1,1,new_drop_kept,new monster row already has DropItem
5323,{百草狐郎中},{百草狐郎中},1,1,new_drop_kept,new monster row already has DropItem
5324,九尾狐,九尾狐,1,1,new_drop_kept,new monster row already has DropItem
5325,鳳凰,鳳凰,1,1,new_drop_kept,new monster row already has DropItem
5326,桃花福袋,桃花福袋,1,1,new_drop_kept,new monster row already has DropItem
5327,千年樹精,千年樹精,1,1,new_drop_kept,new monster row already has DropItem
5328,千年樹精,千年樹精,1,1,new_drop_kept,new monster row already has DropItem
5329,{老樹精},{老樹精},1,1,new_drop_kept,new monster row already has DropItem
5330,<老樹精>,<老樹精>,1,1,new_drop_kept,new monster row already has DropItem
5331,小靈珠,小靈珠,1,1,new_drop_kept,new monster row already has DropItem
5332,土靈珠,土靈珠,1,1,new_drop_kept,new monster row already has DropItem
5333,雷靈珠,雷靈珠,1,1,new_drop_kept,new monster row already has DropItem
5334,月靈珠,月靈珠,1,1,new_drop_kept,new monster row already has DropItem
5335,龍珠,龍珠,1,1,new_drop_kept,new monster row already has DropItem
